,stop,lap,milliseconds,year,round,gp_name,date,driverRef,number,code,forename,surname,nationality,circuitRef,track_name,location,country,alt
161,4,50,28845,2011,3,Chinese Grand Prix,17/04/11,perez,11,PER,Sergio,Pérez,Mexican,shanghai,Shanghai International Circuit,Shanghai,China,5
162,1,1,29270,2011,4,Turkish Grand Prix,08/05/11,perez,11,PER,Sergio,Pérez,Mexican,istanbul,Istanbul Park,Istanbul,Turkey,130
163,1,2,30182,2011,4,Turkish Grand Prix,08/05/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,istanbul,Istanbul Park,Istanbul,Turkey,130
164,1,8,21422,2011,4,Turkish Grand Prix,08/05/11,petrov,\N,PET,Vitaly,Petrov,Russian,istanbul,Istanbul Park,Istanbul,Turkey,130
165,1,9,22022,2011,4,Turkish Grand Prix,08/05/11,massa,19,MAS,Felipe,Massa,Brazilian,istanbul,Istanbul Park,Istanbul,Turkey,130
166,1,9,20833,2011,4,Turkish Grand Prix,08/05/11,hamilton,44,HAM,Lewis,Hamilton,British,istanbul,Istanbul Park,Istanbul,Turkey,130
167,1,9,21769,2011,4,Turkish Grand Prix,08/05/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,istanbul,Istanbul Park,Istanbul,Turkey,130
168,1,10,21050,2011,4,Turkish Grand Prix,08/05/11,webber,\N,WEB,Mark,Webber,Australian,istanbul,Istanbul Park,Istanbul,Turkey,130
169,1,10,21308,2011,4,Turkish Grand Prix,08/05/11,alonso,14,ALO,Fernando,Alonso,Spanish,istanbul,Istanbul Park,Istanbul,Turkey,130
170,1,10,22573,2011,4,Turkish Grand Prix,08/05/11,rosberg,6,ROS,Nico,Rosberg,German,istanbul,Istanbul Park,Istanbul,Turkey,130
171,1,10,22300,2011,4,Turkish Grand Prix,08/05/11,heidfeld,\N,HEI,Nick,Heidfeld,German,istanbul,Istanbul Park,Istanbul,Turkey,130
172,1,10,22717,2011,4,Turkish Grand Prix,08/05/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,istanbul,Istanbul Park,Istanbul,Turkey,130
173,1,10,21649,2011,4,Turkish Grand Prix,08/05/11,sutil,99,SUT,Adrian,Sutil,German,istanbul,Istanbul Park,Istanbul,Turkey,130
174,1,11,20623,2011,4,Turkish Grand Prix,08/05/11,vettel,5,VET,Sebastian,Vettel,German,istanbul,Istanbul Park,Istanbul,Turkey,130
175,1,11,20775,2011,4,Turkish Grand Prix,08/05/11,resta,\N,DIR,Paul,di Resta,British,istanbul,Istanbul Park,Istanbul,Turkey,130
176,1,11,23881,2011,4,Turkish Grand Prix,08/05/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,istanbul,Istanbul Park,Istanbul,Turkey,130
177,1,13,21368,2011,4,Turkish Grand Prix,08/05/11,button,22,BUT,Jenson,Button,British,istanbul,Istanbul Park,Istanbul,Turkey,130
178,1,13,21820,2011,4,Turkish Grand Prix,08/05/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,istanbul,Istanbul Park,Istanbul,Turkey,130
179,1,13,22713,2011,4,Turkish Grand Prix,08/05/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,istanbul,Istanbul Park,Istanbul,Turkey,130
180,1,13,23066,2011,4,Turkish Grand Prix,08/05/11,trulli,\N,TRU,Jarno,Trulli,Italian,istanbul,Istanbul Park,Istanbul,Turkey,130
181,2,14,20907,2011,4,Turkish Grand Prix,08/05/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,istanbul,Istanbul Park,Istanbul,Turkey,130
182,1,14,27353,2011,4,Turkish Grand Prix,08/05/11,karthikeyan,\N,KAR,Narain,Karthikeyan,Indian,istanbul,Istanbul Park,Istanbul,Turkey,130
183,1,15,22854,2011,4,Turkish Grand Prix,08/05/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,istanbul,Istanbul Park,Istanbul,Turkey,130
184,1,15,24634,2011,4,Turkish Grand Prix,08/05/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,istanbul,Istanbul Park,Istanbul,Turkey,130
185,2,16,22895,2011,4,Turkish Grand Prix,08/05/11,perez,11,PER,Sergio,Pérez,Mexican,istanbul,Istanbul Park,Istanbul,Turkey,130
186,1,16,22779,2011,4,Turkish Grand Prix,08/05/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,istanbul,Istanbul Park,Istanbul,Turkey,130
187,2,16,56611,2011,4,Turkish Grand Prix,08/05/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,istanbul,Istanbul Park,Istanbul,Turkey,130
188,2,19,21323,2011,4,Turkish Grand Prix,08/05/11,petrov,\N,PET,Vitaly,Petrov,Russian,istanbul,Istanbul Park,Istanbul,Turkey,130
189,2,20,21075,2011,4,Turkish Grand Prix,08/05/11,hamilton,44,HAM,Lewis,Hamilton,British,istanbul,Istanbul Park,Istanbul,Turkey,130
190,2,21,20421,2011,4,Turkish Grand Prix,08/05/11,webber,\N,WEB,Mark,Webber,Australian,istanbul,Istanbul Park,Istanbul,Turkey,130
191,2,22,20927,2011,4,Turkish Grand Prix,08/05/11,rosberg,6,ROS,Nico,Rosberg,German,istanbul,Istanbul Park,Istanbul,Turkey,130
192,2,22,21919,2011,4,Turkish Grand Prix,08/05/11,heidfeld,\N,HEI,Nick,Heidfeld,German,istanbul,Istanbul Park,Istanbul,Turkey,130
193,2,23,21732,2011,4,Turkish Grand Prix,08/05/11,alonso,14,ALO,Fernando,Alonso,Spanish,istanbul,Istanbul Park,Istanbul,Turkey,130
194,2,23,21322,2011,4,Turkish Grand Prix,08/05/11,massa,19,MAS,Felipe,Massa,Brazilian,istanbul,Istanbul Park,Istanbul,Turkey,130
195,2,23,22128,2011,4,Turkish Grand Prix,08/05/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,istanbul,Istanbul Park,Istanbul,Turkey,130
196,2,23,23455,2011,4,Turkish Grand Prix,08/05/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,istanbul,Istanbul Park,Istanbul,Turkey,130
197,2,24,22868,2011,4,Turkish Grand Prix,08/05/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,istanbul,Istanbul Park,Istanbul,Turkey,130
198,2,24,20930,2011,4,Turkish Grand Prix,08/05/11,resta,\N,DIR,Paul,di Resta,British,istanbul,Istanbul Park,Istanbul,Turkey,130
199,2,25,20112,2011,4,Turkish Grand Prix,08/05/11,vettel,5,VET,Sebastian,Vettel,German,istanbul,Istanbul Park,Istanbul,Turkey,130
200,2,25,21084,2011,4,Turkish Grand Prix,08/05/11,sutil,99,SUT,Adrian,Sutil,German,istanbul,Istanbul Park,Istanbul,Turkey,130
201,2,25,22555,2011,4,Turkish Grand Prix,08/05/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,istanbul,Istanbul Park,Istanbul,Turkey,130
202,2,25,22862,2011,4,Turkish Grand Prix,08/05/11,trulli,\N,TRU,Jarno,Trulli,Italian,istanbul,Istanbul Park,Istanbul,Turkey,130
203,2,26,22639,2011,4,Turkish Grand Prix,08/05/11,button,22,BUT,Jenson,Button,British,istanbul,Istanbul Park,Istanbul,Turkey,130
204,2,27,24962,2011,4,Turkish Grand Prix,08/05/11,karthikeyan,\N,KAR,Narain,Karthikeyan,Indian,istanbul,Istanbul Park,Istanbul,Turkey,130
205,2,29,21826,2011,4,Turkish Grand Prix,08/05/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,istanbul,Istanbul Park,Istanbul,Turkey,130
206,3,30,20379,2011,4,Turkish Grand Prix,08/05/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,istanbul,Istanbul Park,Istanbul,Turkey,130
207,2,31,21633,2011,4,Turkish Grand Prix,08/05/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,istanbul,Istanbul Park,Istanbul,Turkey,130
208,3,32,20887,2011,4,Turkish Grand Prix,08/05/11,resta,\N,DIR,Paul,di Resta,British,istanbul,Istanbul Park,Istanbul,Turkey,130
209,3,32,22365,2011,4,Turkish Grand Prix,08/05/11,perez,11,PER,Sergio,Pérez,Mexican,istanbul,Istanbul Park,Istanbul,Turkey,130
210,3,33,20949,2011,4,Turkish Grand Prix,08/05/11,rosberg,6,ROS,Nico,Rosberg,German,istanbul,Istanbul Park,Istanbul,Turkey,130
211,3,34,35688,2011,4,Turkish Grand Prix,08/05/11,hamilton,44,HAM,Lewis,Hamilton,British,istanbul,Istanbul Park,Istanbul,Turkey,130
212,2,33,24837,2011,4,Turkish Grand Prix,08/05/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,istanbul,Istanbul Park,Istanbul,Turkey,130
213,3,34,21838,2011,4,Turkish Grand Prix,08/05/11,petrov,\N,PET,Vitaly,Petrov,Russian,istanbul,Istanbul Park,Istanbul,Turkey,130
214,3,34,23471,2011,4,Turkish Grand Prix,08/05/11,massa,19,MAS,Felipe,Massa,Brazilian,istanbul,Istanbul Park,Istanbul,Turkey,130
215,3,35,20843,2011,4,Turkish Grand Prix,08/05/11,webber,\N,WEB,Mark,Webber,Australian,istanbul,Istanbul Park,Istanbul,Turkey,130
216,3,36,21702,2011,4,Turkish Grand Prix,08/05/11,alonso,14,ALO,Fernando,Alonso,Spanish,istanbul,Istanbul Park,Istanbul,Turkey,130
217,3,36,20872,2011,4,Turkish Grand Prix,08/05/11,heidfeld,\N,HEI,Nick,Heidfeld,German,istanbul,Istanbul Park,Istanbul,Turkey,130
218,3,35,25125,2011,4,Turkish Grand Prix,08/05/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,istanbul,Istanbul Park,Istanbul,Turkey,130
219,3,38,22456,2011,4,Turkish Grand Prix,08/05/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,istanbul,Istanbul Park,Istanbul,Turkey,130
220,3,39,21417,2011,4,Turkish Grand Prix,08/05/11,button,22,BUT,Jenson,Button,British,istanbul,Istanbul Park,Istanbul,Turkey,130
221,3,39,21986,2011,4,Turkish Grand Prix,08/05/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,istanbul,Istanbul Park,Istanbul,Turkey,130
222,3,40,20385,2011,4,Turkish Grand Prix,08/05/11,vettel,5,VET,Sebastian,Vettel,German,istanbul,Istanbul Park,Istanbul,Turkey,130
223,3,39,22219,2011,4,Turkish Grand Prix,08/05/11,trulli,\N,TRU,Jarno,Trulli,Italian,istanbul,Istanbul Park,Istanbul,Turkey,130
224,3,40,22032,2011,4,Turkish Grand Prix,08/05/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,istanbul,Istanbul Park,Istanbul,Turkey,130
225,3,40,21687,2011,4,Turkish Grand Prix,08/05/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,istanbul,Istanbul Park,Istanbul,Turkey,130
226,3,40,21006,2011,4,Turkish Grand Prix,08/05/11,sutil,99,SUT,Adrian,Sutil,German,istanbul,Istanbul Park,Istanbul,Turkey,130
227,4,37,43603,2011,4,Turkish Grand Prix,08/05/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,istanbul,Istanbul Park,Istanbul,Turkey,130
228,3,41,21827,2011,4,Turkish Grand Prix,08/05/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,istanbul,Istanbul Park,Istanbul,Turkey,130
229,4,42,21715,2011,4,Turkish Grand Prix,08/05/11,perez,11,PER,Sergio,Pérez,Mexican,istanbul,Istanbul Park,Istanbul,Turkey,130
230,4,44,20308,2011,4,Turkish Grand Prix,08/05/11,rosberg,6,ROS,Nico,Rosberg,German,istanbul,Istanbul Park,Istanbul,Turkey,130
231,4,44,21403,2011,4,Turkish Grand Prix,08/05/11,resta,\N,DIR,Paul,di Resta,British,istanbul,Istanbul Park,Istanbul,Turkey,130
232,4,45,22087,2011,4,Turkish Grand Prix,08/05/11,webber,\N,WEB,Mark,Webber,Australian,istanbul,Istanbul Park,Istanbul,Turkey,130
233,4,45,21662,2011,4,Turkish Grand Prix,08/05/11,petrov,\N,PET,Vitaly,Petrov,Russian,istanbul,Istanbul Park,Istanbul,Turkey,130
234,4,45,20597,2011,4,Turkish Grand Prix,08/05/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,istanbul,Istanbul Park,Istanbul,Turkey,130
235,4,46,21379,2011,4,Turkish Grand Prix,08/05/11,alonso,14,ALO,Fernando,Alonso,Spanish,istanbul,Istanbul Park,Istanbul,Turkey,130
236,4,45,13925,2011,4,Turkish Grand Prix,08/05/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,istanbul,Istanbul Park,Istanbul,Turkey,130
237,4,46,22041,2011,4,Turkish Grand Prix,08/05/11,hamilton,44,HAM,Lewis,Hamilton,British,istanbul,Istanbul Park,Istanbul,Turkey,130
238,4,46,21884,2011,4,Turkish Grand Prix,08/05/11,heidfeld,\N,HEI,Nick,Heidfeld,German,istanbul,Istanbul Park,Istanbul,Turkey,130
239,4,46,26685,2011,4,Turkish Grand Prix,08/05/11,massa,19,MAS,Felipe,Massa,Brazilian,istanbul,Istanbul Park,Istanbul,Turkey,130
240,4,47,20489,2011,4,Turkish Grand Prix,08/05/11,vettel,5,VET,Sebastian,Vettel,German,istanbul,Istanbul Park,Istanbul,Turkey,130
241,3,45,24474,2011,4,Turkish Grand Prix,08/05/11,karthikeyan,\N,KAR,Narain,Karthikeyan,Indian,istanbul,Istanbul Park,Istanbul,Turkey,130
242,3,53,23114,2011,4,Turkish Grand Prix,08/05/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,istanbul,Istanbul Park,Istanbul,Turkey,130
243,4,55,21931,2011,4,Turkish Grand Prix,08/05/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,istanbul,Istanbul Park,Istanbul,Turkey,130
244,1,1,24871,2011,5,Spanish Grand Prix,22/05/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
245,1,7,23592,2011,5,Spanish Grand Prix,22/05/11,perez,11,PER,Sergio,Pérez,Mexican,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
246,1,8,22689,2011,5,Spanish Grand Prix,22/05/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
247,1,9,20253,2011,5,Spanish Grand Prix,22/05/11,vettel,5,VET,Sebastian,Vettel,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
248,1,9,20818,2011,5,Spanish Grand Prix,22/05/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
249,1,10,20567,2011,5,Spanish Grand Prix,22/05/11,alonso,14,ALO,Fernando,Alonso,Spanish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
250,1,10,20881,2011,5,Spanish Grand Prix,22/05/11,webber,\N,WEB,Mark,Webber,Australian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
251,1,10,20084,2011,5,Spanish Grand Prix,22/05/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
252,1,11,19761,2011,5,Spanish Grand Prix,22/05/11,hamilton,44,HAM,Lewis,Hamilton,British,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
253,1,11,21856,2011,5,Spanish Grand Prix,22/05/11,petrov,\N,PET,Vitaly,Petrov,Russian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
254,1,11,20647,2011,5,Spanish Grand Prix,22/05/11,rosberg,6,ROS,Nico,Rosberg,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
255,1,11,20800,2011,5,Spanish Grand Prix,22/05/11,massa,19,MAS,Felipe,Massa,Brazilian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
256,1,11,20741,2011,5,Spanish Grand Prix,22/05/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
257,1,11,29936,2011,5,Spanish Grand Prix,22/05/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
258,1,13,20773,2011,5,Spanish Grand Prix,22/05/11,sutil,99,SUT,Adrian,Sutil,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
259,1,14,20015,2011,5,Spanish Grand Prix,22/05/11,button,22,BUT,Jenson,Button,British,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
260,1,14,24843,2011,5,Spanish Grand Prix,22/05/11,karthikeyan,\N,KAR,Narain,Karthikeyan,Indian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
261,1,15,20070,2011,5,Spanish Grand Prix,22/05/11,resta,\N,DIR,Paul,di Resta,British,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
262,1,15,22364,2011,5,Spanish Grand Prix,22/05/11,trulli,\N,TRU,Jarno,Trulli,Italian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
263,1,16,21019,2011,5,Spanish Grand Prix,22/05/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
264,1,16,23157,2011,5,Spanish Grand Prix,22/05/11,liuzzi,\N,LIU,Vitantonio,Liuzzi,Italian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
265,1,16,22744,2011,5,Spanish Grand Prix,22/05/11,glock,\N,GLO,Timo,Glock,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
266,1,17,23176,2011,5,Spanish Grand Prix,22/05/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
267,2,18,19887,2011,5,Spanish Grand Prix,22/05/11,vettel,5,VET,Sebastian,Vettel,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
268,2,19,20238,2011,5,Spanish Grand Prix,22/05/11,alonso,14,ALO,Fernando,Alonso,Spanish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
269,2,19,20079,2011,5,Spanish Grand Prix,22/05/11,webber,\N,WEB,Mark,Webber,Australian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
270,2,20,24821,2011,5,Spanish Grand Prix,22/05/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
271,2,21,21635,2011,5,Spanish Grand Prix,22/05/11,massa,19,MAS,Felipe,Massa,Brazilian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
272,1,21,21322,2011,5,Spanish Grand Prix,22/05/11,heidfeld,\N,HEI,Nick,Heidfeld,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
273,2,23,20235,2011,5,Spanish Grand Prix,22/05/11,hamilton,44,HAM,Lewis,Hamilton,British,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
274,2,23,21226,2011,5,Spanish Grand Prix,22/05/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
275,2,24,20872,2011,5,Spanish Grand Prix,22/05/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
276,2,25,24745,2011,5,Spanish Grand Prix,22/05/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
277,2,25,21128,2011,5,Spanish Grand Prix,22/05/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
278,2,26,20487,2011,5,Spanish Grand Prix,22/05/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
279,2,26,24232,2011,5,Spanish Grand Prix,22/05/11,petrov,\N,PET,Vitaly,Petrov,Russian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
280,2,27,19534,2011,5,Spanish Grand Prix,22/05/11,rosberg,6,ROS,Nico,Rosberg,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
281,3,29,20738,2011,5,Spanish Grand Prix,22/05/11,alonso,14,ALO,Fernando,Alonso,Spanish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
282,3,29,20279,2011,5,Spanish Grand Prix,22/05/11,webber,\N,WEB,Mark,Webber,Australian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
283,2,28,20807,2011,5,Spanish Grand Prix,22/05/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
284,2,29,21143,2011,5,Spanish Grand Prix,22/05/11,perez,11,PER,Sergio,Pérez,Mexican,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
285,2,29,21723,2011,5,Spanish Grand Prix,22/05/11,trulli,\N,TRU,Jarno,Trulli,Italian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
286,2,28,24448,2011,5,Spanish Grand Prix,22/05/11,karthikeyan,\N,KAR,Narain,Karthikeyan,Indian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
287,2,30,20763,2011,5,Spanish Grand Prix,22/05/11,button,22,BUT,Jenson,Button,British,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
288,2,30,20267,2011,5,Spanish Grand Prix,22/05/11,sutil,99,SUT,Adrian,Sutil,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
289,2,32,20126,2011,5,Spanish Grand Prix,22/05/11,resta,\N,DIR,Paul,di Resta,British,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
290,3,34,20426,2011,5,Spanish Grand Prix,22/05/11,vettel,5,VET,Sebastian,Vettel,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
291,3,35,20473,2011,5,Spanish Grand Prix,22/05/11,hamilton,44,HAM,Lewis,Hamilton,British,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
292,2,34,22982,2011,5,Spanish Grand Prix,22/05/11,ambrosio,\N,DAM,Jérôme,d'Ambrosio,Belgian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
293,3,35,20650,2011,5,Spanish Grand Prix,22/05/11,barrichello,\N,BAR,Rubens,Barrichello,Brazilian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
294,3,36,22419,2011,5,Spanish Grand Prix,22/05/11,massa,19,MAS,Felipe,Massa,Brazilian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
295,3,36,21574,2011,5,Spanish Grand Prix,22/05/11,maldonado,13,MAL,Pastor,Maldonado,Venezuelan,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
296,2,36,21953,2011,5,Spanish Grand Prix,22/05/11,heidfeld,\N,HEI,Nick,Heidfeld,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
297,3,36,21019,2011,5,Spanish Grand Prix,22/05/11,alguersuari,\N,ALG,Jaime,Alguersuari,Spanish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
298,4,39,20380,2011,5,Spanish Grand Prix,22/05/11,alonso,14,ALO,Fernando,Alonso,Spanish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
299,2,38,21632,2011,5,Spanish Grand Prix,22/05/11,glock,\N,GLO,Timo,Glock,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
300,3,41,20451,2011,5,Spanish Grand Prix,22/05/11,michael_schumacher,\N,MSC,Michael,Schumacher,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
301,3,41,21739,2011,5,Spanish Grand Prix,22/05/11,petrov,\N,PET,Vitaly,Petrov,Russian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
302,3,41,23068,2011,5,Spanish Grand Prix,22/05/11,kovalainen,\N,KOV,Heikki,Kovalainen,Finnish,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
303,3,42,20395,2011,5,Spanish Grand Prix,22/05/11,rosberg,6,ROS,Nico,Rosberg,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
304,3,42,20819,2011,5,Spanish Grand Prix,22/05/11,buemi,\N,BUE,Sébastien,Buemi,Swiss,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
305,3,43,23001,2011,5,Spanish Grand Prix,22/05/11,trulli,\N,TRU,Jarno,Trulli,Italian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
306,3,44,20500,2011,5,Spanish Grand Prix,22/05/11,kobayashi,10,KOB,Kamui,Kobayashi,Japanese,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
307,4,47,19984,2011,5,Spanish Grand Prix,22/05/11,webber,\N,WEB,Mark,Webber,Australian,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
308,4,48,20292,2011,5,Spanish Grand Prix,22/05/11,vettel,5,VET,Sebastian,Vettel,German,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,109
